6.300000, 0.300000, 0.340000, 1.600000, 0.049000, 14.000000, 132.000000, 0.994000, 3.300000, 0.490000, 9.500000, 6.000000
8.100000, 0.280000, 0.400000, 6.900000, 0.050000, 30.000000, 97.000000, 0.995100, 3.260000, 0.440000, 10.100000, 6.000000
8.100000, 0.280000, 0.400000, 6.900000, 0.050000, 30.000000, 97.000000, 0.995100, 3.260000, 0.440000, 10.100000, 6.000000
6.200000, 0.320000, 0.160000, 7.000000, 0.045000, 30.000000, 136.000000, 0.994900, 3.180000, 0.470000, 9.600000, 6.000000
6.600000, 0.170000, 0.380000, 1.500000, 0.032000, 28.000000, 112.000000, 0.991400, 3.250000, 0.550000, 11.400000, 7.000000
6.300000, 0.480000, 0.040000, 1.100000, 0.046000, 30.000000, 99.000000, 0.992800, 3.240000, 0.360000, 9.600000, 6.000000
6.200000, 0.660000, 0.480000, 1.200000, 0.029000, 29.000000, 75.000000, 0.989200, 3.330000, 0.390000, 12.800000, 8.000000
7.400000, 0.340000, 0.420000, 1.100000, 0.033000, 17.000000, 171.000000, 0.991700, 3.120000, 0.530000, 11.300000, 6.000000
6.500000, 0.310000, 0.140000, 7.500000, 0.044000, 34.000000, 133.000000, 0.995500, 3.220000, 0.500000, 9.500000, 5.000000
6.200000, 0.660000, 0.480000, 1.200000, 0.029000, 29.000000, 75.000000, 0.989200, 3.330000, 0.390000, 12.800000, 8.000000
6.400000, 0.310000, 0.380000, 2.900000, 0.038000, 19.000000, 102.000000, 0.991200, 3.170000, 0.350000, 11.000000, 7.000000
6.900000, 0.240000, 0.350000, 1.000000, 0.052000, 35.000000, 146.000000, 0.993000, 3.450000, 0.440000, 10.000000, 6.000000
7.400000, 0.270000, 0.480000, 1.100000, 0.047000, 17.000000, 132.000000, 0.991400, 3.190000, 0.490000, 11.600000, 6.000000
7.200000, 0.320000, 0.360000, 2.000000, 0.033000, 37.000000, 114.000000, 0.990600, 3.100000, 0.710000, 12.300000, 7.000000
